id,Churn,genero,tiene_mas_60,posee_pareja,posee_dependientes,tiempo_contrato,servicio_telefono,multiples_lineas,tipo_internet,seguridad_online,backup_online,proteccion_dispositivo,soporte_tecnico,streaming_tv,streaming_peliculas,tipo_contrato,factura_digital,metodo_pago,valor_mensual,total_cobrado,cuentas_diarias
2545-EBUPK,No,Femenino,Si,No,No,2,Si,Si,Fibra óptica,No,No,No,No,No,Si,Mensual,Si,Cheque electrónico,84.05,186.05,2.8016666666666667
2545-LXYVJ,No,Masculino,No,Si,No,72,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Transferencia bancaria (automática),20.7,1492.1,0.69
2546-KZAAT,No,Masculino,No,Si,No,52,Si,No,DSL,Si,Si,No,No,Si,Si,Anual,Si,Cheque enviado por correo,75.4,3865.45,2.5133333333333336
2550-AEVRU,No,Femenino,No,Si,Si,57,Si,No,DSL,Si,Si,No,No,No,No,Anual,No,Cheque electrónico,53.45,3053.0,1.7816666666666667
2550-QHZGP,No,Masculino,No,No,No,7,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque enviado por correo,19.5,128.6,0.65
2558-BUOZZ,No,Masculino,No,No,No,47,Si,Si,Fibra óptica,Si,Si,No,No,Si,No,Anual,No,Transferencia bancaria (automática),94.8,4535.85,3.1599999999999997
2560-PPCHE,No,Femenino,No,No,No,65,Si,Si,Fibra óptica,No,Si,No,Si,Si,Si,Anual,Si,Transferencia bancaria (automática),105.05,6744.25,3.5016666666666665
2560-QTSBS,No,Femenino,No,Si,Si,72,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Si,Transferencia bancaria (automática),23.3,1623.15,0.7766666666666667
2560-WBWXF,No,Masculino,No,No,No,68,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Si,Transferencia bancaria (automática),24.15,1498.85,0.8049999999999999
2565-JSLRY,Si,Masculino,No,No,No,1,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque enviado por correo,24.05,24.05,0.8016666666666666
2568-BRGYX,Si,Masculino,No,No,No,4,Si,No,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,70.2,237.95,2.3400000000000003
2568-OIADY,Si,Femenino,No,Si,No,37,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,99.5,3762.0,3.316666666666667
2569-WGERO,No,Femenino,No,No,No,72,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Si,Transferencia bancaria (automática),21.15,1419.4,0.705
2573-GYRUU,No,Masculino,Si,Si,No,48,Si,Si,Fibra óptica,No,No,Si,No,No,Si,Mensual,Si,Tarjeta de crédito (automático),91.05,4370.75,3.0349999999999997
2575-GFSOE,Si,Femenino,No,Si,Si,7,Si,No,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,69.0,506.9,2.3
2576-HXMPA,No,Femenino,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de crédito (automático),19.55,19.55,0.6516666666666667
2577-GVSIL,No,Masculino,No,Si,Si,35,Si,Si,DSL,No,No,No,Si,Si,Si,Anual,Si,Transferencia bancaria (automática),73.45,2661.1,2.4483333333333333
2578-JQPHZ,No,Masculino,No,No,No,44,Si,No,Fibra óptica,No,No,Si,Si,Si,Si,Bienal,No,Transferencia bancaria (automática),100.1,4378.35,3.3366666666666664
2580-ASVVY,No,Femenino,No,Si,No,37,No,Sin servicio de teléfono,DSL,Si,No,No,Si,Si,No,Bienal,No,Cheque electrónico,45.4,1593.1,1.5133333333333332
2580-ATZSQ,No,Femenino,No,Si,Si,65,Si,No,DSL,Si,Si,Si,No,No,No,Anual,No,Transferencia bancaria (automática),61.35,3874.1,2.045
2581-VKIRT,No,Femenino,No,Si,Si,59,Si,Si,DSL,Si,Si,No,Si,No,No,Anual,No,Cheque enviado por correo,65.5,3801.3,2.183333333333333
2582-FFFZR,No,Femenino,No,No,No,22,No,Sin servicio de teléfono,DSL,No,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,50.6,1073.3,1.6866666666666668
2585-KTFRE,No,Masculino,No,No,Si,1,Si,No,DSL,Si,Si,No,Si,No,Si,Mensual,Si,Transferencia bancaria (automática),70.45,70.45,2.3483333333333336
2586-CWXVV,No,Masculino,No,Si,No,54,No,Sin servicio de teléfono,DSL,No,Si,No,No,No,No,Mensual,No,Cheque electrónico,30.4,1621.35,1.0133333333333332
2587-EKXTS,No,Masculino,No,No,No,44,Si,Si,Fibra óptica,Si,Si,Si,No,Si,Si,Mensual,Si,Cheque electrónico,111.5,4915.15,3.716666666666667
2587-YNLES,No,Femenino,No,Si,Si,6,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,20.1,100.35,0.67
2589-AYCRP,No,Femenino,No,No,No,50,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Transferencia bancaria (automática),19.75,989.05,0.6583333333333333
2592-HODOV,No,Masculino,No,No,No,13,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Tarjeta de crédito (automático),19.3,259.65,0.6433333333333333
2592-SEIFQ,Si,Masculino,No,No,No,3,No,Sin servicio de teléfono,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,24.75,66.95,0.825
2592-YKDIF,No,Femenino,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,20.35,20.35,0.6783333333333333
2595-KIWPV,No,Masculino,No,No,Si,27,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Tarjeta de crédito (automático),19.7,509.3,0.6566666666666666
2599-CIPQE,No,Masculino,No,Si,Si,71,Si,No,Fibra óptica,Si,Si,Si,Si,Si,Si,Bienal,No,Tarjeta de crédito (automático),109.3,7782.85,3.643333333333333
2599-CZABP,No,Masculino,No,Si,No,14,Si,No,DSL,No,No,No,No,No,No,Anual,No,Cheque electrónico,44.6,641.25,1.4866666666666668
2603-HVKCG,No,Masculino,No,No,No,31,Si,No,Fibra óptica,No,Si,Si,No,Si,Si,Mensual,Si,Cheque electrónico,101.4,3143.65,3.3800000000000003
2604-IJPDU,No,Femenino,No,Si,No,20,Si,No,Fibra óptica,Si,Si,No,Si,Si,No,Mensual,Si,Cheque electrónico,96.55,1901.65,3.2183333333333333
2604-XVDAM,No,Femenino,No,No,No,12,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Transferencia bancaria (automática),43.8,540.95,1.46
2606-PKWJB,No,Masculino,No,No,Si,40,No,Sin servicio de teléfono,DSL,Si,Si,No,Si,No,No,Anual,No,Cheque enviado por correo,40.25,1564.05,1.3416666666666666
2606-RMDHZ,Si,Masculino,No,No,No,6,No,Sin servicio de teléfono,DSL,No,Si,No,No,No,No,Mensual,Si,Tarjeta de crédito (automático),30.5,208.7,1.0166666666666666
2607-DHDAK,No,Masculino,No,Si,Si,72,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Si,Tarjeta de crédito (automático),19.8,1414.65,0.66
2607-FBDFF,No,Masculino,No,No,No,1,Si,No,DSL,No,No,No,Si,No,No,Mensual,No,Tarjeta de crédito (automático),49.0,49.0,1.6333333333333333
2608-BHKFN,Si,Femenino,No,No,No,4,Si,No,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Tarjeta de crédito (automático),70.05,266.9,2.335
2609-IAICY,Si,Femenino,No,No,No,1,Si,Si,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,77.15,77.15,2.5716666666666668
2612-PHGOX,No,Masculino,No,Si,No,64,Si,Si,DSL,No,Si,Si,Si,Si,No,Bienal,Si,Transferencia bancaria (automática),76.1,4818.8,2.5366666666666666
2612-RANWT,Si,Femenino,No,No,No,12,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Mensual,Si,Transferencia bancaria (automática),100.15,1164.3,3.3383333333333334
2612-RRIDN,Si,Masculino,No,No,No,4,Si,No,Fibra óptica,No,No,No,No,Si,No,Mensual,Si,Cheque electrónico,81.0,340.85,2.7
2615-YVMYX,No,Masculino,Si,Si,No,71,Si,Si,Fibra óptica,Si,Si,Si,No,Si,Si,Mensual,Si,Cheque electrónico,107.5,7713.55,3.5833333333333335
2616-FLVQC,No,Masculino,No,No,No,64,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,19.55,1240.15,0.6516666666666667
2616-UUTFK,No,Masculino,No,Si,No,33,Si,Si,DSL,Si,Si,Si,No,Si,No,Mensual,Si,Transferencia bancaria (automática),72.75,2447.45,2.425
2619-WFQWU,Si,Femenino,No,No,No,1,Si,No,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque enviado por correo,70.15,70.15,2.3383333333333334
2621-UDNLU,No,Femenino,No,Si,No,3,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,20.85,72.0,0.6950000000000001
2623-DRYAM,No,Femenino,No,Si,No,70,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Anual,Si,Cheque electrónico,101.75,7069.3,3.3916666666666666
2625-TRCZQ,No,Femenino,No,Si,No,51,No,Sin servicio de teléfono,DSL,No,Si,No,No,Si,Si,Mensual,Si,Cheque electrónico,49.65,2553.35,1.655
2626-URJFX,Si,Masculino,No,Si,Si,4,Si,Si,DSL,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,50.9,225.6,1.6966666666666665
2626-VEEWG,No,Masculino,No,Si,Si,67,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Si,Tarjeta de crédito (automático),19.4,1284.2,0.6466666666666666
2632-IVXVF,No,Femenino,No,Si,Si,68,Si,Si,Fibra óptica,Si,No,Si,Si,Si,Si,Bienal,No,Tarjeta de crédito (automático),111.75,7511.3,3.725
2632-TACXW,No,Femenino,No,Si,No,62,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Transferencia bancaria (automática),23.65,1416.75,0.7883333333333333
2632-UCGVD,Si,Masculino,Si,Si,No,66,Si,Si,Fibra óptica,No,No,No,Si,Si,Si,Mensual,Si,Tarjeta de crédito (automático),100.05,6871.9,3.335
2634-HCZGT,Si,Masculino,Si,Si,No,53,Si,Si,DSL,Si,No,No,Si,No,No,Anual,Si,Cheque electrónico,60.05,3229.65,2.0016666666666665
2636-ALXXZ,Si,Femenino,Si,No,No,1,Si,No,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,69.6,69.6,2.32
2636-OHFMN,Si,Masculino,No,Si,No,4,No,Sin servicio de teléfono,DSL,No,Si,No,No,Si,Si,Mensual,Si,Cheque electrónico,48.55,201.0,1.6183333333333332
2636-SJDOU,No,Masculino,No,No,No,64,Si,Si,Fibra óptica,Si,Si,No,No,No,No,Anual,Si,Tarjeta de crédito (automático),84.3,5289.05,2.81
2637-FKFSY,No,Femenino,No,Si,No,3,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Cheque enviado por correo,46.1,130.15,1.5366666666666666
2639-UGMAZ,No,Masculino,Si,No,No,71,No,Sin servicio de teléfono,DSL,Si,Si,No,No,Si,Si,Anual,Si,Cheque electrónico,56.45,3985.35,1.8816666666666668
2640-LYMOV,No,Masculino,No,No,No,2,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque enviado por correo,19.65,38.8,0.6549999999999999
2640-PMGFL,Si,Masculino,No,No,Si,27,Si,Si,Fibra óptica,No,No,No,Si,No,No,Mensual,Si,Cheque electrónico,79.5,2180.55,2.65
2642-DTVCO,Si,Masculino,Si,No,No,9,Si,Si,Fibra óptica,No,No,No,No,No,Si,Mensual,Si,Cheque electrónico,85.05,746.5,2.835
2642-MAWLJ,No,Femenino,No,Si,Si,36,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Transferencia bancaria (automática),20.25,717.95,0.675
2645-QTLMB,Si,Masculino,No,No,No,7,Si,No,Fibra óptica,No,Si,No,No,Si,Si,Mensual,Si,Cheque electrónico,94.25,669.0,3.1416666666666666
2649-HWLYB,No,Masculino,No,Si,No,65,Si,Si,DSL,Si,No,Si,Si,No,Si,Bienal,No,Transferencia bancaria (automática),76.15,4929.55,2.5383333333333336
2650-GYRYL,No,Masculino,No,Si,Si,33,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Si,Transferencia bancaria (automática),19.45,600.25,0.6483333333333333
2651-ZCBXV,No,Masculino,No,No,No,54,Si,Si,Fibra óptica,Si,Si,No,Si,Si,Si,Bienal,Si,Tarjeta de crédito (automático),108.0,5760.65,3.6
2654-VBVPB,No,Femenino,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Transferencia bancaria (automática),19.9,19.9,0.6633333333333333
2656-FMOKZ,Si,Femenino,Si,No,No,15,Si,Si,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque enviado por correo,74.45,1145.7,2.481666666666667
2656-TABEH,Si,Masculino,No,Si,No,4,Si,Si,Fibra óptica,No,Si,No,No,Si,Si,Mensual,Si,Cheque electrónico,100.2,420.2,3.3400000000000003
2657-ALMWY,Si,Femenino,Si,Si,No,26,Si,No,Fibra óptica,No,Si,No,No,No,Si,Mensual,No,Cheque electrónico,84.95,2169.75,2.8316666666666666
2657-VPXTA,No,Femenino,No,Si,Si,10,Si,No,Fibra óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,88.85,929.45,2.9616666666666664
2659-VXMWZ,Si,Masculino,No,Si,Si,67,Si,Si,Fibra óptica,Si,Si,Si,No,Si,Si,Anual,Si,Cheque electrónico,111.3,7482.1,3.71
2660-EMUBI,Si,Masculino,Si,No,No,10,Si,Si,Fibra óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,95.35,898.35,3.1783333333333332
2661-GKBTK,No,Masculino,No,Si,Si,60,Si,No,DSL,No,Si,No,Si,Si,Si,Bienal,No,Transferencia bancaria (automática),76.95,4543.95,2.565
2662-NNTDK,No,Masculino,No,No,No,65,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Tarjeta de crédito (automático),24.8,1600.95,0.8266666666666667
2664-XJZNO,No,Masculino,No,Si,Si,72,Si,No,Fibra óptica,Si,No,Si,Si,Si,Si,Bienal,Si,Tarjeta de crédito (automático),104.9,7559.55,3.496666666666667
2665-NPTGL,No,Femenino,Si,Si,No,26,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Mensual,Si,Transferencia bancaria (automática),98.1,2510.7,3.27
2667-WYLWJ,Si,Femenino,No,Si,Si,8,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Si,Cheque enviado por correo,19.75,145.0,0.6583333333333333
2668-TZSPS,No,Masculino,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,20.45,20.45,0.6816666666666666
2669-OIDSD,No,Femenino,No,Si,No,48,Si,No,Fibra óptica,No,No,Si,Si,Si,Si,Mensual,Si,Tarjeta de crédito (automático),100.05,4834.0,3.335
2669-QVCRG,No,Femenino,No,No,No,41,Si,Si,Fibra óptica,Si,No,No,No,No,No,Mensual,Si,Tarjeta de crédito (automático),81.3,3190.65,2.71
2672-DZUOY,Si,Masculino,No,No,No,1,No,Sin servicio de teléfono,DSL,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,25.15,25.15,0.8383333333333333
2672-HUYVI,Si,Femenino,No,No,No,6,Si,No,Fibra óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,91.1,455.3,3.0366666666666666
2672-OJQZP,No,Femenino,No,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque enviado por correo,44.75,44.75,1.4916666666666667
2672-TGEFF,No,Femenino,No,Si,Si,37,Si,Si,Fibra óptica,No,Si,No,No,Si,No,Mensual,Si,Cheque electrónico,88.8,3340.55,2.96
2673-CXQEU,No,Femenino,Si,No,No,56,Si,Si,Fibra óptica,Si,Si,Si,No,Si,Si,Anual,No,Cheque electrónico,110.5,6139.5,3.683333333333333
2673-ZALNP,No,Femenino,No,No,No,7,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque enviado por correo,19.9,173.15,0.6633333333333333
2674-MIAHT,No,Femenino,No,No,No,4,Si,Si,Fibra óptica,No,Si,No,No,No,No,Mensual,Si,Cheque enviado por correo,80.3,324.2,2.6766666666666667
2674-MLXMN,No,Femenino,Si,No,No,71,Si,Si,Fibra óptica,No,Si,No,No,Si,Si,Mensual,Si,Tarjeta de crédito (automático),99.65,6951.15,3.3216666666666668
2675-DHUTR,No,Masculino,Si,Si,No,58,Si,Si,Fibra óptica,No,Si,No,No,Si,Si,Mensual,Si,Cheque electrónico,98.9,5780.7,3.296666666666667
2675-IJRGJ,No,Masculino,No,No,No,53,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Transferencia bancaria (automática),19.65,978.0,0.6549999999999999
2675-OTVVJ,No,Masculino,Si,Si,No,31,Si,Si,Fibra óptica,Si,No,No,No,Si,No,Mensual,No,Cheque electrónico,89.45,2807.65,2.981666666666667
2676-ISHSF,No,Masculino,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,20.3,20.3,0.6766666666666666
2676-OXPPQ,No,Masculino,No,No,No,6,Si,No,DSL,Si,Si,No,No,No,No,Mensual,Si,Transferencia bancaria (automática),55.7,335.65,1.8566666666666667
2676-SSLTO,No,Masculino,No,No,No,49,Si,Si,DSL,No,No,No,Si,Si,No,Bienal,Si,Transferencia bancaria (automática),66.15,3199.0,2.205
2680-XKKNJ,No,Femenino,No,No,No,8,Si,No,DSL,Si,Si,No,Si,No,No,Anual,No,Transferencia bancaria (automática),58.2,469.25,1.9400000000000002
2682-KEVRP,No,Femenino,Si,No,No,22,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Si,Cheque enviado por correo,20.05,417.0,0.6683333333333333
2683-BPJSO,Si,Masculino,No,Si,No,29,Si,Si,Fibra óptica,Si,Si,No,No,No,No,Mensual,Si,Cheque electrónico,84.45,2467.1,2.815
2683-JXWQQ,No,Masculino,No,Si,Si,61,No,Sin servicio de teléfono,DSL,Si,No,Si,No,No,No,Mensual,No,Transferencia bancaria (automática),33.6,2117.2,1.12
2684-EIWEO,Si,Femenino,Si,No,No,30,Si,Si,Fibra óptica,Si,Si,Si,No,No,No,Mensual,No,Tarjeta de crédito (automático),91.7,2758.15,3.0566666666666666
2685-SREOM,Si,Femenino,No,Si,Si,25,Si,Si,Fibra óptica,No,No,Si,No,No,Si,Mensual,Si,Cheque electrónico,89.1,2368.4,2.9699999999999998
2688-BHGOG,No,Masculino,Si,No,No,9,Si,No,Fibra óptica,No,No,No,No,No,Si,Mensual,Si,Cheque electrónico,79.55,718.55,2.6516666666666664
2690-DVRVK,No,Masculino,No,Si,Si,5,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque electrónico,20.55,99.45,0.685
2691-NZETQ,Si,Masculino,No,No,No,9,Si,Si,Fibra óptica,No,No,No,No,Si,No,Mensual,Si,Cheque electrónico,85.35,758.6,2.8449999999999998
2692-AQCPF,No,Femenino,No,Si,No,65,Si,Si,Fibra óptica,No,Si,Si,Si,Si,Si,Anual,Si,Tarjeta de crédito (automático),108.05,7118.9,3.6016666666666666
2692-BUCFV,No,Masculino,Si,No,No,29,Si,No,Fibra óptica,No,Si,Si,No,Si,Si,Mensual,Si,Transferencia bancaria (automática),101.45,2948.6,3.381666666666667
2692-PFYTJ,No,Femenino,No,No,No,1,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque enviado por correo,25.75,25.75,0.8583333333333333
2694-CIUMO,No,Femenino,No,No,No,12,Si,Si,Fibra óptica,No,No,No,Si,No,No,Mensual,Si,Tarjeta de crédito (automático),79.55,958.25,2.6516666666666664
2696-ECXKC,No,Femenino,No,Si,Si,55,Si,Si,Fibra óptica,Si,No,No,No,Si,Si,Anual,No,Cheque enviado por correo,100.9,5448.6,3.3633333333333337
2696-NARTR,Si,Masculino,No,No,No,11,Si,No,Fibra óptica,No,No,No,Si,No,No,Mensual,Si,Cheque electrónico,73.85,926.25,2.4616666666666664
2696-RZVZW,No,Masculino,No,Si,No,68,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Tarjeta de crédito (automático),25.05,1629.2,0.8350000000000001
2697-NQBPF,No,Masculino,No,No,No,34,Si,Si,Fibra óptica,No,Si,No,Si,Si,Si,Mensual,Si,Cheque electrónico,105.35,3540.65,3.5116666666666663
2700-LUEVA,No,Masculino,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de crédito (automático),20.75,20.75,0.6916666666666667
2703-AMTUL,No,Masculino,No,Si,Si,36,Si,No,DSL,Si,Si,No,No,No,No,Anual,No,Cheque enviado por correo,53.65,1939.35,1.7883333333333333
2706-QZIHY,No,Femenino,No,Si,No,15,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,25.2,387.9,0.84
2709-UQGNP,No,Masculino,No,No,No,10,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,Cheque enviado por correo,51.65,524.5,1.7216666666666667
2710-WYVXG,No,Femenino,No,No,No,3,Si,No,DSL,Si,Si,No,Si,No,Si,Bienal,No,Cheque enviado por correo,71.1,213.35,2.3699999999999997
2712-SYWAY,No,Femenino,No,No,No,1,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque electrónico,25.7,25.7,0.8566666666666667
2716-GFZOR,No,Masculino,No,Si,No,43,Si,No,Fibra óptica,Si,Si,Si,No,No,No,Mensual,Si,Tarjeta de crédito (automático),86.1,3551.65,2.8699999999999997
2717-HVIZY,No,Femenino,No,No,Si,8,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,20.05,163.6,0.6683333333333333
2718-GAXQD,Si,Femenino,Si,Si,Si,4,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,46.0,181.6,1.5333333333333334
2718-YSKCS,No,Masculino,No,Si,Si,71,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Si,Transferencia bancaria (automática),19.6,1387.45,0.6533333333333334
2719-BDAQO,Si,Masculino,No,No,No,17,Si,No,Fibra óptica,Si,No,No,No,Si,Si,Mensual,No,Cheque electrónico,93.85,1625.65,3.128333333333333
2720-FVBQP,No,Femenino,No,Si,Si,6,Si,Si,DSL,No,No,No,No,No,No,Mensual,Si,Tarjeta de crédito (automático),48.95,273.25,1.6316666666666668
2720-WGKHP,Si,Masculino,Si,No,No,2,Si,Si,Fibra óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,94.0,181.7,3.1333333333333333
2722-JMONI,Si,Femenino,Si,Si,No,1,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,Cheque electrónico,49.55,49.55,1.6516666666666666
2722-VOJQL,Si,Masculino,No,No,No,64,Si,Si,Fibra óptica,No,Si,No,Si,Si,Si,Anual,Si,Tarjeta de crédito (automático),105.65,6903.1,3.521666666666667
2724-FJDYW,No,Masculino,No,No,Si,39,No,Sin servicio de teléfono,DSL,No,No,Si,Si,Si,Si,Anual,No,Transferencia bancaria (automática),54.85,2191.7,1.8283333333333334
2725-IWWBA,No,Masculino,No,Si,Si,46,Si,No,DSL,Si,No,Si,Si,No,No,Anual,No,Cheque enviado por correo,56.9,2560.1,1.8966666666666667
2725-KXXWT,Si,Masculino,No,Si,No,1,Si,No,Fibra óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,90.75,90.75,3.025
2725-TTRIQ,No,Femenino,No,Si,Si,72,Si,Si,DSL,Si,No,Si,Si,Si,Si,Bienal,Si,Transferencia bancaria (automática),84.2,5986.55,2.8066666666666666
2729-VNVAP,No,Femenino,No,Si,Si,33,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Tarjeta de crédito (automático),19.8,641.35,0.66
2731-GJRDG,No,Femenino,No,No,No,32,Si,Si,Fibra óptica,Si,No,Si,Si,Si,Si,Anual,Si,Transferencia bancaria (automática),109.55,3608.0,3.6516666666666664
2732-ISEZX,No,Femenino,No,No,No,5,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque enviado por correo,20.5,104.3,0.6833333333333333
2737-WFVYW,Si,Femenino,No,No,No,2,No,Sin servicio de teléfono,DSL,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,45.25,85.5,1.5083333333333333
